STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVN,Slovenia,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,35.710423,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,54.918069,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SWE,Sweden,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,59.238805,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CHE,Switzerland,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,56.166189,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,GBR,United Kingdom,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,42.047024,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,USA,United States,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,58.312427,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,AUS,Australia,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,14.668774,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,AUT,Austria,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,72.930016,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,BEL,Belgium,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,111.34066,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CAN,Canada,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,79.934583,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CHL,Chile,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,20.900938,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CZE,Czechia,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,32.93311,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,DNK,Denmark,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,54.267667,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,EST,Estonia,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,8.3479731,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,FIN,Finland,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,51.606705,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,FRA,France,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,81.617341,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,DEU,Germany,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,69.278643,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,GRC,Greece,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,118.26628,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,64.747425,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ISL,Iceland,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,85.054295,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,IRL,Ireland,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,31.421359,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ISR,Israel,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,94.670879,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ITA,Italy,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,114.23734,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,JPN,Japan,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,171.85075,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,18.986028,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LTU,Lithuania,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,27.155166,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LUX,Luxembourg,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,20.200475,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,MEX,Mexico,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,34.738026,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,NLD,Netherlands,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,60.208476,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,NOR,Norway,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,50.218302,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,POL,Poland,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,53.531326,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,PRT,Portugal,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,80.412871,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVK,Slovak Republic,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,47.254658,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVN,Slovenia,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,35.899648,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,53.026478,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SWE,Sweden,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,58.791763,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CHE,Switzerland,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,56.955315,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,GBR,United Kingdom,LES13_FD3,Adjusted debt of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,45.667179,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,_Z,Not applicable,L,Liabilities (or net incurrence of liabilities),LE,Closing balance sheet/positions/stocks,FD3,"SDRs, currency and deposits, debt securities, loans and other accounts payable",,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
